key,data_source,species_reported,experiment_plant_id,experiment_matrix_id,experiment_treatment,experiment_day,plant_height,leaf_n,leaf_scar_n,flower_bud_n,flower_n,flower_day_rate,flowering_presence,flowering_first_day,flowering_peak_day
CS2024_000181,experiment,Chamaecrista_latistipula,P14_a,P14,rhizobium_absent_organic_matter,190,0.885,85,6,NA,NA,NA,FALSE,NA,NA
CS2024_000182,experiment,Chamaecrista_latistipula,P06_a,P06,rhizobium_absent_organic_matter,190,0.845,54,16,NA,NA,NA,TRUE,220,220
CS2024_000183,experiment,Chamaecrista_latistipula,P12_a,P12,rhizobium_absent_organic_matter,190,0.749,60,12,NA,NA,NA,FALSE,NA,NA
CS2024_000184,experiment,Chamaecrista_latistipula,P18_a,P18,rhizobium_absent_organic_matter,190,0.694,84,6,NA,NA,NA,FALSE,NA,NA
CS2024_000185,experiment,Chamaecrista_latistipula,1999_a,1999,rhizobium_absent_organic_matter,190,0.874,92,17,NA,NA,NA,FALSE,NA,NA
CS2024_000186,experiment,Chamaecrista_latistipula,2139_a,2139,rhizobium_absent_organic_matter,190,0.874,74,15,NA,NA,NA,TRUE,162,162
CS2024_000187,experiment,Chamaecrista_latistipula,1989_a,1989,rhizobium_absent_organic_matter,190,0.882,60,11,NA,NA,NA,TRUE,220,220
CS2024_000188,experiment,Chamaecrista_latistipula,2191_a,2191,rhizobium_absent_organic_matter,190,0.775,58,11,NA,NA,NA,TRUE,220,220
CS2024_000189,experiment,Chamaecrista_latistipula,P13_a,P13,rhizobium_absent_organic_matter,190,0.71,111,26,NA,NA,NA,TRUE,220,220
CS2024_000190,experiment,Chamaecrista_latistipula,P20_a,P20,rhizobium_absent_organic_matter,190,0.75,74,9,NA,NA,NA,TRUE,450,450
CS2024_000191,experiment,Chamaecrista_latistipula,P11_a,P11,rhizobium_absent_organic_matter,190,0.844,70,8,NA,NA,NA,TRUE,162,162
CS2024_000192,experiment,Chamaecrista_latistipula,P16_a,P16,rhizobium_absent_organic_matter,190,0.785,97,28,NA,NA,NA,TRUE,162,162
CS2024_000193,experiment,Chamaecrista_latistipula,4109_a,4109,rhizobium_absent_organic_matter,190,0.781,92,34,NA,NA,NA,TRUE,149,149
CS2024_000194,experiment,Chamaecrista_latistipula,1979_a,1979,rhizobium_absent_organic_matter,190,0.848,88,41,NA,NA,NA,TRUE,162,162
CS2024_000195,experiment,Chamaecrista_latistipula,2137_a,2137,rhizobium_absent_organic_matter,190,0.712,90,7,NA,NA,NA,FALSE,NA,NA
CS2024_000196,experiment,Chamaecrista_latistipula,1947_a,1947,rhizobium_absent_organic_matter,190,0.704,62,7,NA,NA,NA,FALSE,NA,NA
CS2024_000197,experiment,Chamaecrista_latistipula,P14_b,P14,rhizobium_absent_sand_soil,190,0.94,39,18,NA,NA,NA,FALSE,NA,NA
CS2024_000198,experiment,Chamaecrista_latistipula,P06_b,P06,rhizobium_absent_sand_soil,190,0.642,31,11,NA,NA,NA,FALSE,NA,NA
CS2024_000199,experiment,Chamaecrista_latistipula,P12_b,P12,rhizobium_absent_sand_soil,190,0.522,29,11,NA,NA,NA,FALSE,NA,NA
CS2024_000200,experiment,Chamaecrista_latistipula,P18_b,P18,rhizobium_absent_sand_soil,190,0.789,40,9,NA,NA,NA,TRUE,450,450
CS2024_000201,experiment,Chamaecrista_latistipula,1999_b,1999,rhizobium_absent_sand_soil,190,0.639,24,9,NA,NA,NA,FALSE,NA,NA
CS2024_000202,experiment,Chamaecrista_latistipula,2139_b,2139,rhizobium_absent_sand_soil,190,0.614,38,14,NA,NA,NA,FALSE,NA,NA
CS2024_000203,experiment,Chamaecrista_latistipula,1989_b,1989,rhizobium_absent_sand_soil,190,0.824,24,16,NA,NA,NA,FALSE,NA,NA
CS2024_000204,experiment,Chamaecrista_latistipula,2191_b,2191,rhizobium_absent_sand_soil,190,0.579,19,6,NA,NA,NA,FALSE,NA,NA
CS2024_000205,experiment,Chamaecrista_latistipula,P13_b,P13,rhizobium_absent_sand_soil,190,0.36,34,7,NA,NA,NA,FALSE,NA,NA
CS2024_000206,experiment,Chamaecrista_latistipula,P20_b,P20,rhizobium_absent_sand_soil,190,0.62,36,8,NA,NA,NA,FALSE,NA,NA
CS2024_000207,experiment,Chamaecrista_latistipula,4109_b,4109,rhizobium_absent_sand_soil,190,0.712,38,14,NA,NA,NA,FALSE,NA,NA
CS2024_000208,experiment,Chamaecrista_latistipula,P16_b,P16,rhizobium_absent_sand_soil,190,0.812,23,16,NA,NA,NA,FALSE,NA,NA
CS2024_000209,experiment,Chamaecrista_latistipula,P11_b,P11,rhizobium_absent_sand_soil,190,0.65,52,11,NA,NA,NA,FALSE,NA,NA
CS2024_000210,experiment,Chamaecrista_latistipula,1979_b,1979,rhizobium_absent_sand_soil,190,0.783,36,14,NA,NA,NA,FALSE,NA,NA
CS2024_000211,experiment,Chamaecrista_latistipula,2137_b,2137,rhizobium_absent_sand_soil,190,0.61,37,7,NA,NA,NA,FALSE,NA,NA
CS2024_000212,experiment,Chamaecrista_latistipula,1947_b,1947,rhizobium_absent_sand_soil,190,0.561,27,10,NA,NA,NA,FALSE,NA,NA
CS2024_000213,experiment,Chamaecrista_latistipula,P20_c,P20,rhizobium_present_organic_matter,190,0.635,60,34,NA,NA,NA,TRUE,220,220
CS2024_000214,experiment,Chamaecrista_latistipula,P06_c,P06,rhizobium_present_organic_matter,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000215,experiment,Chamaecrista_latistipula,P11_c,P11,rhizobium_present_organic_matter,190,1.01,123,22,NA,NA,NA,TRUE,149,220
CS2024_000216,experiment,Chamaecrista_latistipula,P12_c,P12,rhizobium_present_organic_matter,190,0.59,45,16,NA,NA,NA,TRUE,450,450
CS2024_000217,experiment,Chamaecrista_latistipula,P16_c,P16,rhizobium_present_organic_matter,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000218,experiment,Chamaecrista_latistipula,P18_c,P18,rhizobium_present_organic_matter,190,0.74,61,16,NA,NA,NA,TRUE,450,450
CS2024_000219,experiment,Chamaecrista_latistipula,4109_c,4109,rhizobium_present_organic_matter,190,1.155,102,16,NA,NA,NA,TRUE,220,220
CS2024_000220,experiment,Chamaecrista_latistipula,1999_c,1999,rhizobium_present_organic_matter,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000221,experiment,Chamaecrista_latistipula,1979_c,1979,rhizobium_present_organic_matter,190,0.8,91,16,NA,NA,NA,FALSE,NA,NA
CS2024_000222,experiment,Chamaecrista_latistipula,2139_c,2139,rhizobium_present_organic_matter,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000223,experiment,Chamaecrista_latistipula,2137_c,2137,rhizobium_present_organic_matter,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000224,experiment,Chamaecrista_latistipula,1989_c,1989,rhizobium_present_organic_matter,190,0.885,108,17,NA,NA,NA,TRUE,220,220
CS2024_000225,experiment,Chamaecrista_latistipula,1947_c,1947,rhizobium_present_organic_matter,190,0.36,29,10,NA,NA,NA,TRUE,450,450
CS2024_000226,experiment,Chamaecrista_latistipula,2191_c,2191,rhizobium_present_organic_matter,190,0.47,35,7,NA,NA,NA,FALSE,NA,NA
CS2024_000227,experiment,Chamaecrista_latistipula,P20_d,P20,rhizobium_present_sand_soil,190,1.53,187,8,NA,NA,NA,TRUE,149,220
CS2024_000228,experiment,Chamaecrista_latistipula,P06_d,P06,rhizobium_present_sand_soil,190,1.52,278,16,NA,NA,NA,TRUE,162,220
CS2024_000229,experiment,Chamaecrista_latistipula,P11_d,P11,rhizobium_present_sand_soil,190,0.97,191,4,NA,NA,NA,TRUE,149,220
CS2024_000230,experiment,Chamaecrista_latistipula,P12_d,P12,rhizobium_present_sand_soil,190,1.48,248,18,NA,NA,NA,TRUE,162,220
CS2024_000231,experiment,Chamaecrista_latistipula,P16_d,P16,rhizobium_present_sand_soil,190,1.64,311,15,NA,NA,NA,TRUE,149,220
CS2024_000232,experiment,Chamaecrista_latistipula,P18_d,P18,rhizobium_present_sand_soil,190,1.45,154,13,NA,NA,NA,TRUE,162,220
CS2024_000233,experiment,Chamaecrista_latistipula,4109_d,4109,rhizobium_present_sand_soil,190,1.59,321,19,NA,NA,NA,TRUE,149,162
CS2024_000234,experiment,Chamaecrista_latistipula,1999_d,1999,rhizobium_present_sand_soil,190,1.535,289,12,NA,NA,NA,TRUE,149,162
CS2024_000235,experiment,Chamaecrista_latistipula,1979_d,1979,rhizobium_present_sand_soil,190,1.7,245,6,NA,NA,NA,TRUE,149,162
CS2024_000236,experiment,Chamaecrista_latistipula,2139_d,2139,rhizobium_present_sand_soil,190,1.57,216,11,NA,NA,NA,TRUE,149,220
CS2024_000237,experiment,Chamaecrista_latistipula,2137_d,2137,rhizobium_present_sand_soil,190,1.39,135,6,NA,NA,NA,TRUE,162,220
CS2024_000238,experiment,Chamaecrista_latistipula,1989_d,1989,rhizobium_present_sand_soil,190,1.68,289,14,NA,NA,NA,TRUE,149,162
CS2024_000239,experiment,Chamaecrista_latistipula,1947_d,1947,rhizobium_present_sand_soil,190,1.51,323,10,NA,NA,NA,TRUE,149,220
CS2024_000240,experiment,Chamaecrista_latistipula,2191_d,2191,rhizobium_present_sand_soil,190,1.495,206,5,NA,NA,NA,TRUE,162,220
CS2024_000241,experiment,Chamaecrista_latistipula,P14_a,P14,rhizobium_absent_organic_matter,220,0.95,104,29,2,0,1,FALSE,NA,NA
CS2024_000242,experiment,Chamaecrista_latistipula,P06_a,P06,rhizobium_absent_organic_matter,220,0.86,38,25,2,1,0,TRUE,220,220
CS2024_000243,experiment,Chamaecrista_latistipula,P12_a,P12,rhizobium_absent_organic_matter,220,0.78,73,23,0,0,0,FALSE,NA,NA
CS2024_000244,experiment,Chamaecrista_latistipula,P18_a,P18,rhizobium_absent_organic_matter,220,0.83,95,19,0,0,0,FALSE,NA,NA
CS2024_000245,experiment,Chamaecrista_latistipula,1999_a,1999,rhizobium_absent_organic_matter,220,0.96,92,41,0,0,0,FALSE,NA,NA
CS2024_000246,experiment,Chamaecrista_latistipula,2139_a,2139,rhizobium_absent_organic_matter,220,0.89,86,32,0,0,0,TRUE,162,162
CS2024_000247,experiment,Chamaecrista_latistipula,1989_a,1989,rhizobium_absent_organic_matter,220,0.96,68,20,0,4,0,TRUE,220,220
CS2024_000248,experiment,Chamaecrista_latistipula,2191_a,2191,rhizobium_absent_organic_matter,220,0.83,64,31,1,1,3,TRUE,220,220
CS2024_000249,experiment,Chamaecrista_latistipula,P13_a,P13,rhizobium_absent_organic_matter,220,0.83,86,53,1,1,1,TRUE,220,220
CS2024_000250,experiment,Chamaecrista_latistipula,P20_a,P20,rhizobium_absent_organic_matter,220,0.72,79,19,0,0,0,TRUE,450,450
CS2024_000251,experiment,Chamaecrista_latistipula,P11_a,P11,rhizobium_absent_organic_matter,220,0.93,92,21,0,2,0,TRUE,162,162
CS2024_000252,experiment,Chamaecrista_latistipula,P16_a,P16,rhizobium_absent_organic_matter,220,0.88,102,49,0,0,0,TRUE,162,162
CS2024_000253,experiment,Chamaecrista_latistipula,4109_a,4109,rhizobium_absent_organic_matter,220,0.79,66,87,3,0,1,TRUE,149,149
CS2024_000254,experiment,Chamaecrista_latistipula,1979_a,1979,rhizobium_absent_organic_matter,220,0.91,54,51,1,1,1,TRUE,162,162
CS2024_000255,experiment,Chamaecrista_latistipula,2137_a,2137,rhizobium_absent_organic_matter,220,0.87,84,28,0,0,0,FALSE,NA,NA
CS2024_000256,experiment,Chamaecrista_latistipula,1947_a,1947,rhizobium_absent_organic_matter,220,0.72,72,18,0,0,0,FALSE,NA,NA
CS2024_000257,experiment,Chamaecrista_latistipula,P14_b,P14,rhizobium_absent_sand_soil,220,0.92,42,22,0,0,0,FALSE,NA,NA
CS2024_000258,experiment,Chamaecrista_latistipula,P06_b,P06,rhizobium_absent_sand_soil,220,0.69,41,13,0,0,0,FALSE,NA,NA
CS2024_000259,experiment,Chamaecrista_latistipula,P12_b,P12,rhizobium_absent_sand_soil,220,0.535,25,11,0,0,0,FALSE,NA,NA
CS2024_000260,experiment,Chamaecrista_latistipula,P18_b,P18,rhizobium_absent_sand_soil,220,0.83,42,12,0,0,0,TRUE,450,450
CS2024_000261,experiment,Chamaecrista_latistipula,1999_b,1999,rhizobium_absent_sand_soil,220,0.67,24,17,0,0,0,FALSE,NA,NA
CS2024_000262,experiment,Chamaecrista_latistipula,2139_b,2139,rhizobium_absent_sand_soil,220,0.69,38,27,0,0,0,FALSE,NA,NA
CS2024_000263,experiment,Chamaecrista_latistipula,1989_b,1989,rhizobium_absent_sand_soil,220,0.88,26,16,0,0,0,FALSE,NA,NA
CS2024_000264,experiment,Chamaecrista_latistipula,2191_b,2191,rhizobium_absent_sand_soil,220,0.69,19,10,0,0,0,FALSE,NA,NA
CS2024_000265,experiment,Chamaecrista_latistipula,P13_b,P13,rhizobium_absent_sand_soil,220,0.42,41,10,0,0,0,FALSE,NA,NA
CS2024_000266,experiment,Chamaecrista_latistipula,P20_b,P20,rhizobium_absent_sand_soil,220,0.67,40,11,0,0,0,FALSE,NA,NA
CS2024_000267,experiment,Chamaecrista_latistipula,P11_b,P11,rhizobium_absent_sand_soil,220,0.75,51,19,0,0,0,FALSE,NA,NA
CS2024_000268,experiment,Chamaecrista_latistipula,P16_b,P16,rhizobium_absent_sand_soil,220,0.86,26,17,0,0,0,FALSE,NA,NA
CS2024_000269,experiment,Chamaecrista_latistipula,4109_b,4109,rhizobium_absent_sand_soil,220,0.74,34,19,0,0,0,FALSE,NA,NA
CS2024_000270,experiment,Chamaecrista_latistipula,1979_b,1979,rhizobium_absent_sand_soil,220,0.82,33,24,0,0,0,FALSE,NA,NA
CS2024_000271,experiment,Chamaecrista_latistipula,2137_b,2137,rhizobium_absent_sand_soil,220,0.65,30,11,0,0,0,FALSE,NA,NA
CS2024_000272,experiment,Chamaecrista_latistipula,1947_b,1947,rhizobium_absent_sand_soil,220,0.66,27,13,0,0,0,FALSE,NA,NA
CS2024_000273,experiment,Chamaecrista_latistipula,P20_c,P20,rhizobium_present_organic_matter,220,0.78,87,34,12,6,4,TRUE,220,220
CS2024_000274,experiment,Chamaecrista_latistipula,P06_c,P06,rhizobium_present_organic_matter,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000275,experiment,Chamaecrista_latistipula,P11_c,P11,rhizobium_present_organic_matter,220,1.04,120,37,2,7,1,TRUE,149,220
CS2024_000276,experiment,Chamaecrista_latistipula,P12_c,P12,rhizobium_present_organic_matter,220,0.68,71,11,0,0,0,TRUE,450,450
CS2024_000277,experiment,Chamaecrista_latistipula,P16_c,P16,rhizobium_present_organic_matter,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000278,experiment,Chamaecrista_latistipula,P18_c,P18,rhizobium_present_organic_matter,220,0.785,62,22,0,0,0,TRUE,450,450
CS2024_000279,experiment,Chamaecrista_latistipula,4109_c,4109,rhizobium_present_organic_matter,220,1.26,142,27,6,6,4,TRUE,220,220
CS2024_000280,experiment,Chamaecrista_latistipula,1999_c,1999,rhizobium_present_organic_matter,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000281,experiment,Chamaecrista_latistipula,1979_c,1979,rhizobium_present_organic_matter,220,0.86,144,25,2,0,1,FALSE,NA,NA
CS2024_000282,experiment,Chamaecrista_latistipula,2139_c,2139,rhizobium_present_organic_matter,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000283,experiment,Chamaecrista_latistipula,2137_c,2137,rhizobium_present_organic_matter,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000284,experiment,Chamaecrista_latistipula,1989_c,1989,rhizobium_present_organic_matter,220,0.87,118,23,2,4,0,TRUE,220,220
CS2024_000285,experiment,Chamaecrista_latistipula,1947_c,1947,rhizobium_present_organic_matter,220,0.51,56,2,0,0,0,TRUE,450,450
CS2024_000286,experiment,Chamaecrista_latistipula,2191_c,2191,rhizobium_present_organic_matter,220,0.59,48,9,0,0,0,FALSE,NA,NA
CS2024_000287,experiment,Chamaecrista_latistipula,P20_d,P20,rhizobium_present_sand_soil,220,1.74,287,17,67,55,19,TRUE,149,220
CS2024_000288,experiment,Chamaecrista_latistipula,P06_d,P06,rhizobium_present_sand_soil,220,1.61,349,28,102,125,39,TRUE,162,220
CS2024_000289,experiment,Chamaecrista_latistipula,P11_d,P11,rhizobium_present_sand_soil,220,0.93,319,18,45,69,20,TRUE,149,220
CS2024_000290,experiment,Chamaecrista_latistipula,P12_d,P12,rhizobium_present_sand_soil,220,1.602,262,27,100,103,37,TRUE,162,220
CS2024_000291,experiment,Chamaecrista_latistipula,P16_d,P16,rhizobium_present_sand_soil,220,1.77,345,28,81,79,21,TRUE,149,220
CS2024_000292,experiment,Chamaecrista_latistipula,P18_d,P18,rhizobium_present_sand_soil,220,1.67,258,18,65,76,18,TRUE,162,220
CS2024_000293,experiment,Chamaecrista_latistipula,4109_d,4109,rhizobium_present_sand_soil,220,1.69,420,29,55,71,20,TRUE,149,162
CS2024_000294,experiment,Chamaecrista_latistipula,1999_d,1999,rhizobium_present_sand_soil,220,1.62,316,40,38,54,25,TRUE,149,162
CS2024_000295,experiment,Chamaecrista_latistipula,1979_d,1979,rhizobium_present_sand_soil,220,1.8,332,13,40,43,28,TRUE,149,162
CS2024_000296,experiment,Chamaecrista_latistipula,2139_d,2139,rhizobium_present_sand_soil,220,1.75,235,17,42,37,24,TRUE,149,220
CS2024_000297,experiment,Chamaecrista_latistipula,2137_d,2137,rhizobium_present_sand_soil,220,1.61,202,14,29,27,14,TRUE,162,220
CS2024_000298,experiment,Chamaecrista_latistipula,1989_d,1989,rhizobium_present_sand_soil,220,1.28,375,22,29,27,14,TRUE,149,162
CS2024_000299,experiment,Chamaecrista_latistipula,1947_d,1947,rhizobium_present_sand_soil,220,1.59,376,22,29,62,26,TRUE,149,220
CS2024_000300,experiment,Chamaecrista_latistipula,2191_d,2191,rhizobium_present_sand_soil,220,1.66,270,14,62,46,31,TRUE,162,220
CS2024_000301,experiment,Chamaecrista_latistipula,P14_a,P14,rhizobium_absent_organic_matter,284,1.05,50,151,0,0,NA,FALSE,NA,NA
CS2024_000302,experiment,Chamaecrista_latistipula,P06_a,P06,rhizobium_absent_organic_matter,284,0.95,44,103,0,0,NA,TRUE,220,220
CS2024_000303,experiment,Chamaecrista_latistipula,P12_a,P12,rhizobium_absent_organic_matter,284,0.79,45,114,0,0,NA,FALSE,NA,NA
CS2024_000304,experiment,Chamaecrista_latistipula,P18_a,P18,rhizobium_absent_organic_matter,284,0.73,54,151,0,0,NA,FALSE,NA,NA
CS2024_000305,experiment,Chamaecrista_latistipula,1999_a,1999,rhizobium_absent_organic_matter,284,0.96,92,41,0,0,NA,FALSE,NA,NA
CS2024_000306,experiment,Chamaecrista_latistipula,2139_a,2139,rhizobium_absent_organic_matter,284,0.97,52,170,0,0,NA,TRUE,162,162
CS2024_000307,experiment,Chamaecrista_latistipula,1989_a,1989,rhizobium_absent_organic_matter,284,1.05,48,71,0,0,NA,TRUE,220,220
CS2024_000308,experiment,Chamaecrista_latistipula,2191_a,2191,rhizobium_absent_organic_matter,284,0.89,46,96,0,0,NA,TRUE,220,220
CS2024_000309,experiment,Chamaecrista_latistipula,P13_a,P13,rhizobium_absent_organic_matter,284,0.99,56,135,0,0,NA,TRUE,220,220
CS2024_000310,experiment,Chamaecrista_latistipula,P20_a,P20,rhizobium_absent_organic_matter,284,0.75,55,139,0,0,NA,TRUE,450,450
CS2024_000311,experiment,Chamaecrista_latistipula,P11_a,P11,rhizobium_absent_organic_matter,284,1.01,64,85,1,0,NA,TRUE,162,162
CS2024_000312,experiment,Chamaecrista_latistipula,P16_a,P16,rhizobium_absent_organic_matter,284,0.9,44,186,0,0,NA,TRUE,162,162
CS2024_000313,experiment,Chamaecrista_latistipula,4109_a,4109,rhizobium_absent_organic_matter,284,0.85,53,174,0,0,NA,TRUE,149,149
CS2024_000314,experiment,Chamaecrista_latistipula,1979_a,1979,rhizobium_absent_organic_matter,284,0.96,45,160,0,0,NA,TRUE,162,162
CS2024_000315,experiment,Chamaecrista_latistipula,2137_a,2137,rhizobium_absent_organic_matter,284,0.93,58,105,0,0,NA,FALSE,NA,NA
CS2024_000316,experiment,Chamaecrista_latistipula,1947_a,1947,rhizobium_absent_organic_matter,284,0.83,44,85,0,0,NA,FALSE,NA,NA
CS2024_000317,experiment,Chamaecrista_latistipula,P14_b,P14,rhizobium_absent_sand_soil,284,1.03,35,38,0,0,NA,FALSE,NA,NA
CS2024_000318,experiment,Chamaecrista_latistipula,P06_b,P06,rhizobium_absent_sand_soil,284,0.8,27,34,0,0,NA,FALSE,NA,NA
CS2024_000319,experiment,Chamaecrista_latistipula,P12_b,P12,rhizobium_absent_sand_soil,284,0.62,35,39,0,0,NA,FALSE,NA,NA
CS2024_000320,experiment,Chamaecrista_latistipula,P18_b,P18,rhizobium_absent_sand_soil,284,0.93,42,42,0,0,NA,TRUE,450,450
CS2024_000321,experiment,Chamaecrista_latistipula,1999_b,1999,rhizobium_absent_sand_soil,284,0.77,29,24,0,0,NA,FALSE,NA,NA
CS2024_000322,experiment,Chamaecrista_latistipula,2139_b,2139,rhizobium_absent_sand_soil,284,0.73,34,45,0,0,NA,FALSE,NA,NA
CS2024_000323,experiment,Chamaecrista_latistipula,1989_b,1989,rhizobium_absent_sand_soil,284,0.94,19,34,0,0,NA,FALSE,NA,NA
CS2024_000324,experiment,Chamaecrista_latistipula,2191_b,2191,rhizobium_absent_sand_soil,284,0.76,13,32,0,0,NA,FALSE,NA,NA
CS2024_000325,experiment,Chamaecrista_latistipula,P13_b,P13,rhizobium_absent_sand_soil,284,0.45,37,29,0,0,NA,FALSE,NA,NA
CS2024_000326,experiment,Chamaecrista_latistipula,P20_b,P20,rhizobium_absent_sand_soil,284,0.77,36,35,0,0,NA,FALSE,NA,NA
CS2024_000327,experiment,Chamaecrista_latistipula,P11_b,P11,rhizobium_absent_sand_soil,284,0.81,45,39,0,0,NA,FALSE,NA,NA
CS2024_000328,experiment,Chamaecrista_latistipula,P16_b,P16,rhizobium_absent_sand_soil,284,0.96,30,24,0,0,NA,FALSE,NA,NA
CS2024_000329,experiment,Chamaecrista_latistipula,4109_b,4109,rhizobium_absent_sand_soil,284,0.77,24,53,0,0,NA,FALSE,NA,NA
CS2024_000330,experiment,Chamaecrista_latistipula,1979_b,1979,rhizobium_absent_sand_soil,284,0.84,91,25,0,0,NA,FALSE,NA,NA
CS2024_000331,experiment,Chamaecrista_latistipula,2137_b,2137,rhizobium_absent_sand_soil,284,0.69,26,33,0,0,NA,FALSE,NA,NA
CS2024_000332,experiment,Chamaecrista_latistipula,1947_b,1947,rhizobium_absent_sand_soil,284,0.77,22,24,0,0,NA,FALSE,NA,NA
CS2024_000333,experiment,Chamaecrista_latistipula,P20_c,P20,rhizobium_present_organic_matter,284,0.98,119,72,0,0,NA,TRUE,220,220
CS2024_000334,experiment,Chamaecrista_latistipula,P06_c,P06,rhizobium_present_organic_matter,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000335,experiment,Chamaecrista_latistipula,P11_c,P11,rhizobium_present_organic_matter,284,1.08,128,104,0,0,NA,TRUE,149,220
CS2024_000336,experiment,Chamaecrista_latistipula,P12_c,P12,rhizobium_present_organic_matter,284,0.67,72,86,0,0,NA,TRUE,450,450
CS2024_000337,experiment,Chamaecrista_latistipula,P16_c,P16,rhizobium_present_organic_matter,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000338,experiment,Chamaecrista_latistipula,P18_c,P18,rhizobium_present_organic_matter,284,0.81,71,91,0,0,NA,TRUE,450,450
CS2024_000339,experiment,Chamaecrista_latistipula,4109_c,4109,rhizobium_present_organic_matter,284,1.42,122,130,0,0,NA,TRUE,220,220
CS2024_000340,experiment,Chamaecrista_latistipula,1999_c,1999,rhizobium_present_organic_matter,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000341,experiment,Chamaecrista_latistipula,1979_c,1979,rhizobium_present_organic_matter,284,0.9,129,99,0,0,NA,FALSE,NA,NA
CS2024_000342,experiment,Chamaecrista_latistipula,2139_c,2139,rhizobium_present_organic_matter,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000343,experiment,Chamaecrista_latistipula,2137_c,2137,rhizobium_present_organic_matter,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS2024_000344,experiment,Chamaecrista_latistipula,1989_c,1989,rhizobium_present_organic_matter,284,1.03,94,106,0,0,NA,TRUE,220,220
CS2024_000345,experiment,Chamaecrista_latistipula,1947_c,1947,rhizobium_present_organic_matter,284,0.63,45,47,0,0,NA,TRUE,450,450
CS2024_000346,experiment,Chamaecrista_latistipula,2191_c,2191,rhizobium_present_organic_matter,284,0.74,49,72,0,0,NA,FALSE,NA,NA
CS2024_000347,experiment,Chamaecrista_latistipula,P20_d,P20,rhizobium_present_sand_soil,284,1.92,612,68,47,9,NA,TRUE,149,220
CS2024_000348,experiment,Chamaecrista_latistipula,P06_d,P06,rhizobium_present_sand_soil,284,1.71,525,79,23,8,NA,TRUE,162,220
CS2024_000349,experiment,Chamaecrista_latistipula,P11_d,P11,rhizobium_present_sand_soil,284,0.89,524,71,19,5,NA,TRUE,149,220
CS2024_000350,experiment,Chamaecrista_latistipula,P12_d,P12,rhizobium_present_sand_soil,284,1.88,627,64,20,9,NA,TRUE,162,220
CS2024_000351,experiment,Chamaecrista_latistipula,P16_d,P16,rhizobium_present_sand_soil,284,2.01,559,129,28,17,NA,TRUE,149,220
CS2024_000352,experiment,Chamaecrista_latistipula,P18_d,P18,rhizobium_present_sand_soil,284,1.79,399,47,17,5,NA,TRUE,162,220
CS2024_000353,experiment,Chamaecrista_latistipula,4109_d,4109,rhizobium_present_sand_soil,284,1.8,688,77,12,1,NA,TRUE,149,162
CS2024_000354,experiment,Chamaecrista_latistipula,1999_d,1999,rhizobium_present_sand_soil,284,1.81,565,88,18,6,NA,TRUE,149,162
CS2024_000355,experiment,Chamaecrista_latistipula,1979_d,1979,rhizobium_present_sand_soil,284,2.04,633,78,15,4,NA,TRUE,149,162
CS2024_000356,experiment,Chamaecrista_latistipula,2139_d,2139,rhizobium_present_sand_soil,284,2.01,446,113,9,5,NA,TRUE,149,220
CS2024_000357,experiment,Chamaecrista_latistipula,2137_d,2137,rhizobium_present_sand_soil,284,1.91,343,80,7,1,NA,TRUE,162,220
CS2024_000358,experiment,Chamaecrista_latistipula,1989_d,1989,rhizobium_present_sand_soil,284,1.95,522,70,9,5,NA,TRUE,149,162
CS2024_000359,experiment,Chamaecrista_latistipula,1947_d,1947,rhizobium_present_sand_soil,284,1.75,622,74,0,0,NA,TRUE,149,220
CS2024_000360,experiment,Chamaecrista_latistipula,2191_d,2191,rhizobium_present_sand_soil,284,1.96,404,92,15,3,NA,TRUE,162,220
CS2024_000361,experiment,Chamaecrista_latistipula,P14_a,P14,rhizobium_absent_organic_matter,354,1.03,35,168,0,0,NA,FALSE,NA,NA
CS2024_000362,experiment,Chamaecrista_latistipula,P06_a,P06,rhizobium_absent_organic_matter,354,0.9,47,141,0,0,NA,TRUE,220,220
CS2024_000363,experiment,Chamaecrista_latistipula,P12_a,P12,rhizobium_absent_organic_matter,354,0.8,23,126,0,0,NA,FALSE,NA,NA
CS2024_000364,experiment,Chamaecrista_latistipula,P18_a,P18,rhizobium_absent_organic_matter,354,0.7,36,191,0,0,NA,FALSE,NA,NA
CS2024_000365,experiment,Chamaecrista_latistipula,1999_a,1999,rhizobium_absent_organic_matter,354,0.99,43,175,0,0,NA,FALSE,NA,NA
